# Node, all count, hit count, without preloading, with preloading, Hit ratio, Improved loading time
684, 989, 164, 1102975, 1042597, 0.165824, 0.054741
685, 990, 164, 1109067, 1048689, 0.165657, 0.0544404
686, 991, 164, 1109443, 1049065, 0.165489, 0.0544219
687, 992, 164, 1112426, 1052048, 0.165323, 0.054276
688, 993, 164, 1113303, 1052925, 0.165156, 0.0542332
689, 994, 164, 1113713, 1053335, 0.16499, 0.0542132
690, 995, 164, 1114164, 1053786, 0.164824, 0.0541913
691, 996, 164, 1114296, 1053918, 0.164659, 0.0541849
692, 997, 164, 1114317, 1053939, 0.164493, 0.0541839
693, 998, 164, 1114386, 1054008, 0.164329, 0.0541805
694, 999, 164, 1118969, 1058591, 0.164164, 0.0539586
695, 1000, 164, 1121206, 1060828, 0.164, 0.0538509
696, 1001, 164, 1121524, 1061146, 0.163836, 0.0538357
697, 1002, 164, 1122043, 1061665, 0.163673, 0.0538108
698, 1003, 164, 1122413, 1062035, 0.163509, 0.053793
699, 1004, 164, 1122672, 1062294, 0.163347, 0.0537806
700, 1005, 164, 1126639, 1066261, 0.163184, 0.0535913
701, 1006, 164, 1127753, 1067375, 0.163022, 0.0535383
702, 1007, 164, 1127824, 1067446, 0.16286, 0.0535349
703, 1008, 164, 1130177, 1069799, 0.162698, 0.0534235
704, 1009, 164, 1130189, 1069811, 0.162537, 0.0534229
705, 1010, 164, 1130209, 1069831, 0.162376, 0.053422
706, 1011, 164, 1130220, 1069842, 0.162216, 0.0534215
707, 1012, 164, 1130231, 1069853, 0.162055, 0.0534209
707, 1013, 164, 1130241, 1069863, 0.161895, 0.0534205
708, 1014, 164, 1130253, 1069875, 0.161736, 0.0534199
708, 1015, 164, 1130265, 1069887, 0.161576, 0.0534193
709, 1016, 164, 1130276, 1069898, 0.161417, 0.0534188
709, 1017, 164, 1130286, 1069908, 0.161259, 0.0534183
710, 1018, 164, 1130297, 1069919, 0.1611, 0.0534178
710, 1019, 164, 1130309, 1069931, 0.160942, 0.0534173
711, 1020, 164, 1130323, 1069945, 0.160784, 0.0534166
711, 1021, 164, 1130333, 1069955, 0.160627, 0.0534161
712, 1022, 164, 1130344, 1069966, 0.16047, 0.0534156
712, 1023, 164, 1130354, 1069976, 0.160313, 0.0534151
713, 1024, 164, 1130365, 1069987, 0.160156, 0.0534146
713, 1025, 164, 1130384, 1070006, 0.16, 0.0534137
714, 1026, 164, 1130397, 1070019, 0.159844, 0.0534131
715, 1027, 164, 1130408, 1070030, 0.159688, 0.0534126
716, 1028, 164, 1130444, 1070066, 0.159533, 0.0534109
716, 1029, 164, 1130454, 1070076, 0.159378, 0.0534104
717, 1030, 164, 1130464, 1070086, 0.159223, 0.0534099
718, 1031, 164, 1130475, 1070097, 0.159069, 0.0534094
719, 1032, 164, 1130486, 1070108, 0.158915, 0.0534089
720, 1033, 164, 1130497, 1070119, 0.158761, 0.0534084
721, 1034, 164, 1130508, 1070130, 0.158607, 0.0534078
722, 1035, 164, 1130519, 1070141, 0.158454, 0.0534073
722, 1036, 164, 1130529, 1070151, 0.158301, 0.0534069
723, 1037, 164, 1130540, 1070162, 0.158149, 0.0534063
724, 1038, 164, 1130552, 1070174, 0.157996, 0.0534058
725, 1039, 164, 1130563, 1070185, 0.157844, 0.0534053
725, 1040, 164, 1130573, 1070195, 0.157692, 0.0534048
726, 1041, 164, 1130593, 1070215, 0.157541, 0.0534038
727, 1042, 164, 1130604, 1070226, 0.15739, 0.0534033
727, 1043, 164, 1130630, 1070252, 0.157239, 0.0534021
728, 1044, 164, 1130644, 1070266, 0.157088, 0.0534014
728, 1045, 164, 1130658, 1070280, 0.156938, 0.0534008
729, 1046, 164, 1130668, 1070290, 0.156788, 0.0534003
729, 1047, 164, 1130678, 1070300, 0.156638, 0.0533998
730, 1048, 164, 1130690, 1070312, 0.156489, 0.0533993
731, 1049, 164, 1130701, 1070323, 0.156339, 0.0533987
732, 1050, 164, 1130713, 1070335, 0.15619, 0.0533982
733, 1051, 164, 1130724, 1070346, 0.156042, 0.0533976
734, 1052, 164, 1130735, 1070357, 0.155894, 0.0533971
735, 1053, 164, 1130746, 1070368, 0.155745, 0.0533966
735, 1054, 164, 1130760, 1070382, 0.155598, 0.0533959
736, 1055, 164, 1130772, 1070394, 0.15545, 0.0533954
737, 1056, 164, 1132502, 1072124, 0.155303, 0.0533138
738, 1057, 164, 1134674, 1074296, 0.155156, 0.0532118
739, 1058, 164, 1135363, 1074985, 0.155009, 0.0531795
740, 1059, 164, 1135718, 1075340, 0.154863, 0.0531628
740, 1060, 164, 1135964, 1075586, 0.154717, 0.0531513
741, 1061, 164, 1136302, 1075924, 0.154571, 0.0531355
741, 1062, 164, 1136414, 1076036, 0.154426, 0.0531303
741, 1063, 165, 1136518, 1076096, 0.155221, 0.0531641
741, 1064, 166, 1136621, 1076156, 0.156015, 0.0531972
742, 1065, 166, 1141752, 1081287, 0.155869, 0.0529581
742, 1066, 166, 1143532, 1083067, 0.155722, 0.0528757
743, 1067, 166, 1145978, 1085513, 0.155576, 0.0527628
744, 1068, 166, 1149108, 1088643, 0.155431, 0.0526191
745, 1069, 166, 1151366, 1090901, 0.155285, 0.0525159
746, 1070, 166, 1152568, 1092103, 0.15514, 0.0524611
747, 1071, 166, 1153835, 1093370, 0.154995, 0.0524035
748, 1072, 166, 1155102, 1094637, 0.154851, 0.052346
748, 1073, 166, 1156767, 1096302, 0.154706, 0.0522707
749, 1074, 166, 1157365, 1096900, 0.154562, 0.0522437
749, 1075, 166, 1157673, 1097208, 0.154419, 0.0522298
749, 1076, 167, 1157992, 1097268, 0.155204, 0.052439
749, 1077, 168, 1158303, 1097328, 0.155989, 0.0526417
749, 1078, 169, 1158624, 1097388, 0.156772, 0.0528523
750, 1079, 169, 1159861, 1098625, 0.156627, 0.052796
751, 1080, 169, 1160429, 1099193, 0.156481, 0.0527701
752, 1081, 169, 1161695, 1100459, 0.156337, 0.0527126
753, 1082, 169, 1164212, 1102976, 0.156192, 0.0525987
754, 1083, 169, 1169313, 1108077, 0.156048, 0.0523692
755, 1084, 169, 1173804, 1112568, 0.155904, 0.0521688
756, 1085, 169, 1179135, 1117899, 0.15576, 0.051933
757, 1086, 169, 1183017, 1121781, 0.155617, 0.0517626
758, 1087, 169, 1188304, 1127068, 0.155474, 0.0515323
759, 1088, 169, 1191541, 1130305, 0.155331, 0.0513923
760, 1089, 169, 1197633, 1136397, 0.155188, 0.0511309
761, 1090, 169, 1201802, 1140566, 0.155046, 0.0509535
762, 1091, 169, 1205038, 1143802, 0.154904, 0.0508167
763, 1092, 169, 1205509, 1144273, 0.154762, 0.0507968
764, 1093, 169, 1206141, 1144905, 0.15462, 0.0507702
765, 1094, 169, 1206453, 1145217, 0.154479, 0.0507571
766, 1095, 169, 1206473, 1145237, 0.154338, 0.0507562
766, 1096, 169, 1206485, 1145249, 0.154197, 0.0507557
767, 1097, 169, 1206514, 1145278, 0.154057, 0.0507545
767, 1098, 169, 1206574, 1145338, 0.153916, 0.050752
768, 1099, 169, 1206592, 1145356, 0.153776, 0.0507512
768, 1100, 169, 1206604, 1145368, 0.153636, 0.0507507
769, 1101, 169, 1206675, 1145439, 0.153497, 0.0507477
770, 1102, 169, 1206726, 1145490, 0.153358, 0.0507456
771, 1103, 169, 1206770, 1145534, 0.153218, 0.0507437
772, 1104, 169, 1208367, 1147131, 0.15308, 0.0506767
772, 1105, 169, 1209835, 1148599, 0.152941, 0.0506152
772, 1106, 170, 1211264, 1148659, 0.153707, 0.0516857
772, 1107, 171, 1212721, 1148719, 0.154472, 0.0527755
772, 1108, 172, 1214167, 1148779, 0.155235, 0.0538542
773, 1109, 172, 1214196, 1148808, 0.155095, 0.0538529
774, 1110, 172, 1218390, 1153002, 0.154955, 0.0536675
775, 1111, 172, 1221211, 1155823, 0.154815, 0.0535436
776, 1112, 172, 1222693, 1157305, 0.154676, 0.0534787
777, 1113, 172, 1229163, 1163775, 0.154537, 0.0531972
778, 1114, 172, 1229336, 1163948, 0.154399, 0.0531897
779, 1115, 172, 1229478, 1164090, 0.15426, 0.0531835
780, 1116, 172, 1229860, 1164472, 0.154122, 0.053167
781, 1117, 172, 1232269, 1166881, 0.153984, 0.0530631
781, 1118, 172, 1232707, 1167319, 0.153846, 0.0530442
782, 1119, 172, 1233127, 1167739, 0.153709, 0.0530262
782, 1120, 172, 1233493, 1168105, 0.153571, 0.0530104
783, 1121, 172, 1234797, 1169409, 0.153434, 0.0529545
784, 1122, 172, 1237491, 1172103, 0.153298, 0.0528392
785, 1123, 172, 1239441, 1174053, 0.153161, 0.052756
786, 1124, 172, 1242706, 1177318, 0.153025, 0.0526174
787, 1125, 172, 1244989, 1179601, 0.152889, 0.0525209
788, 1126, 172, 1249335, 1183947, 0.152753, 0.0523382
789, 1127, 172, 1252151, 1186763, 0.152618, 0.0522205
789, 1128, 172, 1253756, 1188368, 0.152482, 0.0521537
790, 1129, 172, 1255780, 1190392, 0.152347, 0.0520696
790, 1130, 172, 1257116, 1191728, 0.152212, 0.0520143
791, 1131, 172, 1257881, 1192493, 0.152078, 0.0519827
791, 1132, 172, 1258523, 1193135, 0.151943, 0.0519561
792, 1133, 172, 1259050, 1193662, 0.151809, 0.0519344
793, 1134, 172, 1265108, 1199720, 0.151675, 0.0516857
793, 1135, 172, 1266241, 1200853, 0.151542, 0.0516395
793, 1136, 173, 1267377, 1200913, 0.152289, 0.0524422
793, 1137, 174, 1268537, 1200973, 0.153034, 0.0532614
793, 1138, 175, 1275489, 1201033, 0.153779, 0.0583745
794, 1139, 175, 1278687, 1204231, 0.153644, 0.0582285
795, 1140, 175, 1280843, 1206387, 0.153509, 0.0581305
796, 1141, 175, 1283615, 1209159, 0.153374, 0.0580049
796, 1142, 175, 1284432, 1209976, 0.15324, 0.057968
797, 1143, 175, 1286045, 1211589, 0.153106, 0.0578953
797, 1144, 175, 1286820, 1212364, 0.152972, 0.0578605
798, 1145, 175, 1290021, 1215565, 0.152838, 0.0577169
799, 1146, 175, 1297392, 1222936, 0.152705, 0.057389
800, 1147, 175, 1300561, 1226105, 0.152572, 0.0572491
801, 1148, 175, 1305710, 1231254, 0.152439, 0.0570234
802, 1149, 175, 1312373, 1237917, 0.152306, 0.0567339
802, 1150, 175, 1320422, 1245966, 0.152174, 0.056388
803, 1151, 175, 1323601, 1249145, 0.152042, 0.0562526
804, 1152, 175, 1328556, 1254100, 0.15191, 0.0560428
805, 1153, 175, 1329690, 1255234, 0.151778, 0.055995
806, 1154, 175, 1330808, 1256352, 0.151646, 0.055948
807, 1155, 175, 1333249, 1258793, 0.151515, 0.0558455
808, 1156, 175, 1334504, 1260048, 0.151384, 0.055793
809, 1157, 175, 1336785, 1262329, 0.151253, 0.0556978
810, 1158, 175, 1339186, 1264730, 0.151123, 0.055598
811, 1159, 175, 1341691, 1267235, 0.150992, 0.0554941
812, 1160, 175, 1344881, 1270425, 0.150862, 0.0553625
813, 1161, 175, 1347871, 1273415, 0.150732, 0.0552397
814, 1162, 175, 1349748, 1275292, 0.150602, 0.0551629
815, 1163, 175, 1352215, 1277759, 0.150473, 0.0550622
816, 1164, 175, 1352292, 1277836, 0.150344, 0.0550591
817, 1165, 175, 1353884, 1279428, 0.150215, 0.0549944
818, 1166, 175, 1354570, 1280114, 0.150086, 0.0549665
819, 1167, 175, 1356756, 1282300, 0.149957, 0.054878
820, 1168, 175, 1357447, 1282991, 0.149829, 0.05485
821, 1169, 175, 1358163, 1283707, 0.149701, 0.0548211
821, 1170, 175, 1358606, 1284150, 0.149573, 0.0548032
822, 1171, 175, 1359555, 1285099, 0.149445, 0.054765
823, 1172, 175, 1359595, 1285139, 0.149317, 0.0547634
824, 1173, 175, 1359607, 1285151, 0.14919, 0.0547629
825, 1174, 175, 1360332, 1285876, 0.149063, 0.0547337
826, 1175, 175, 1361726, 1287270, 0.148936, 0.0546777
826, 1176, 175, 1362100, 1287644, 0.14881, 0.0546627
826, 1177, 176, 1362443, 1287704, 0.149533, 0.0548566
826, 1178, 177, 1362785, 1287764, 0.150255, 0.0550498
826, 1179, 178, 1363126, 1287824, 0.150975, 0.0552421
826, 1180, 179, 1363486, 1287884, 0.151695, 0.0554476
826, 1181, 180, 1363832, 1287944, 0.152413, 0.0556432
827, 1182, 180, 1364036, 1288148, 0.152284, 0.0556349
828, 1183, 180, 1364531, 1288643, 0.152156, 0.0556147
829, 1184, 180, 1364677, 1288789, 0.152027, 0.0556088
830, 1185, 180, 1364940, 1289052, 0.151899, 0.055598
831, 1186, 180, 1365067, 1289179, 0.151771, 0.0555929
832, 1187, 180, 1365191, 1289303, 0.151643, 0.0555878
833, 1188, 180, 1365262, 1289374, 0.151515, 0.0555849
834, 1189, 180, 1367023, 1291135, 0.151388, 0.0555133
835, 1190, 180, 1368760, 1292872, 0.151261, 0.0554429
835, 1191, 180, 1369294, 1293406, 0.151134, 0.0554213
835, 1192, 181, 1369744, 1293466, 0.151846, 0.0556878
835, 1193, 182, 1370203, 1293526, 0.152557, 0.0559603
836, 1194, 182, 1370282, 1293605, 0.152429, 0.0559571
836, 1195, 182, 1370334, 1293657, 0.152301, 0.055955
836, 1196, 183, 1370858, 1293717, 0.15301, 0.0562721
837, 1197, 183, 1371325, 1294184, 0.152882, 0.0562529
838, 1198, 183, 1371379, 1294238, 0.152755, 0.0562507
838, 1199, 183, 1371407, 1294266, 0.152627, 0.0562495
839, 1200, 183, 1375162, 1298021, 0.1525, 0.0560959
840, 1201, 183, 1377308, 1300167, 0.152373, 0.0560085
841, 1202, 183, 1378335, 1301194, 0.152246, 0.0559668
842, 1203, 183, 1381045, 1303904, 0.15212, 0.055857
843, 1204, 183, 1381250, 1304109, 0.151993, 0.0558487
844, 1205, 183, 1381970, 1304829, 0.151867, 0.0558196
845, 1206, 183, 1382489, 1305348, 0.151741, 0.0557986
846, 1207, 183, 1383017, 1305876, 0.151616, 0.0557773
847, 1208, 183, 1383996, 1306855, 0.15149, 0.0557379
848, 1209, 183, 1384585, 1307444, 0.151365, 0.0557142
849, 1210, 183, 1385340, 1308199, 0.15124, 0.0556838
850, 1211, 183, 1385985, 1308844, 0.151115, 0.0556579
851, 1212, 183, 1386608, 1309467, 0.15099, 0.0556329
852, 1213, 183, 1387253, 1310112, 0.150866, 0.055607
853, 1214, 183, 1387844, 1310703, 0.150741, 0.0555833
854, 1215, 183, 1388468, 1311327, 0.150617, 0.0555584
854, 1216, 183, 1389413, 1312272, 0.150493, 0.0555206
855, 1217, 183, 1389951, 1312810, 0.15037, 0.0554991
856, 1218, 183, 1390609, 1313468, 0.150246, 0.0554728
857, 1219, 183, 1391267, 1314126, 0.150123, 0.0554466
858, 1220, 183, 1391920, 1314779, 0.15, 0.0554206
859, 1221, 183, 1392499, 1315358, 0.149877, 0.0553975
860, 1222, 183, 1393269, 1316128, 0.149754, 0.0553669
861, 1223, 183, 1394263, 1317122, 0.149632, 0.0553274
862, 1224, 183, 1396773, 1319632, 0.14951, 0.055228
863, 1225, 183, 1398339, 1321198, 0.149388, 0.0551662
864, 1226, 183, 1399853, 1322712, 0.149266, 0.0551065
865, 1227, 183, 1401513, 1324372, 0.149144, 0.0550412
866, 1228, 183, 1403469, 1326328, 0.149023, 0.0549645
867, 1229, 183, 1405202, 1328061, 0.148902, 0.0548967
868, 1230, 183, 1406250, 1329109, 0.14878, 0.0548558
869, 1231, 183, 1406752, 1329611, 0.14866, 0.0548362
870, 1232, 183, 1406860, 1329719, 0.148539, 0.054832
871, 1233, 183, 1406958, 1329817, 0.148418, 0.0548282
872, 1234, 183, 1407444, 1330303, 0.148298, 0.0548093
872, 1235, 183, 1407919, 1330778, 0.148178, 0.0547908
873, 1236, 183, 1408394, 1331253, 0.148058, 0.0547723
874, 1237, 183, 1409695, 1332554, 0.147939, 0.0547218
875, 1238, 183, 1410331, 1333190, 0.147819, 0.0546971
876, 1239, 183, 1413192, 1336051, 0.1477, 0.0545864
877, 1240, 183, 1416827, 1339686, 0.147581, 0.0544463
878, 1241, 183, 1416854, 1339713, 0.147462, 0.0544453
879, 1242, 183, 1419233, 1342092, 0.147343, 0.054354
880, 1243, 183, 1420654, 1343513, 0.147224, 0.0542996
881, 1244, 183, 1422165, 1345024, 0.147106, 0.0542419
882, 1245, 183, 1423499, 1346358, 0.146988, 0.0541911
883, 1246, 183, 1425360, 1348219, 0.14687, 0.0541204
884, 1247, 183, 1426469, 1349328, 0.146752, 0.0540783
885, 1248, 183, 1427921, 1350780, 0.146635, 0.0540233
886, 1249, 183, 1428392, 1351251, 0.146517, 0.0540055
887, 1250, 183, 1429125, 1351984, 0.1464, 0.0539778
888, 1251, 183, 1430392, 1353251, 0.146283, 0.05393
889, 1252, 183, 1431066, 1353925, 0.146166, 0.0539046
890, 1253, 183, 1431736, 1354595, 0.146049, 0.0538793
891, 1254, 183, 1432252, 1355111, 0.145933, 0.0538599
892, 1255, 183, 1432949, 1355808, 0.145817, 0.0538337
893, 1256, 183, 1434012, 1356871, 0.145701, 0.0537938
894, 1257, 183, 1434044, 1356903, 0.145585, 0.0537926
895, 1258, 183, 1435175, 1358034, 0.145469, 0.0537502
896, 1259, 183, 1439068, 1361927, 0.145353, 0.0536048
897, 1260, 183, 1440799, 1363658, 0.145238, 0.0535404
898, 1261, 183, 1441198, 1364057, 0.145123, 0.0535256
899, 1262, 183, 1441973, 1364832, 0.145008, 0.0534968
900, 1263, 183, 1442438, 1365297, 0.144893, 0.0534796
901, 1264, 183, 1443726, 1366585, 0.144778, 0.0534319
902, 1265, 183, 1444089, 1366948, 0.144664, 0.0534185
903, 1266, 183, 1444702, 1367561, 0.14455, 0.0533958
904, 1267, 183, 1445166, 1368025, 0.144436, 0.0533786
905, 1268, 183, 1445999, 1368858, 0.144322, 0.0533479
906, 1269, 183, 1446856, 1369715, 0.144208, 0.0533163
907, 1270, 183, 1450254, 1373113, 0.144094, 0.0531914
908, 1271, 183, 1450632, 1373491, 0.143981, 0.0531775
909, 1272, 183, 1452070, 1374929, 0.143868, 0.0531248
910, 1273, 183, 1456664, 1379523, 0.143755, 0.0529573
911, 1274, 183, 1456779, 1379638, 0.143642, 0.0529531
912, 1275, 183, 1460239, 1383098, 0.143529, 0.0528277
913, 1276, 183, 1460728, 1383587, 0.143417, 0.05281
914, 1277, 183, 1461250, 1384109, 0.143305, 0.0527911
914, 1278, 183, 1461575, 1384434, 0.143192, 0.0527794
915, 1279, 183, 1461605, 1384464, 0.143081, 0.0527783
916, 1280, 183, 1461755, 1384614, 0.142969, 0.0527729
917, 1281, 183, 1462117, 1384976, 0.142857, 0.0527598
918, 1282, 183, 1463310, 1386169, 0.142746, 0.0527168
919, 1283, 183, 1463978, 1386837, 0.142634, 0.0526927
920, 1284, 183, 1464678, 1387537, 0.142523, 0.0526675
921, 1285, 183, 1465246, 1388105, 0.142412, 0.0526471
922, 1286, 183, 1465819, 1388678, 0.142302, 0.0526266
923, 1287, 183, 1466853, 1389712, 0.142191, 0.0525895
924, 1288, 183, 1467310, 1390169, 0.142081, 0.0525731
925, 1289, 183, 1468279, 1391138, 0.141971, 0.0525384
926, 1290, 183, 1469303, 1392162, 0.14186, 0.0525018
927, 1291, 183, 1470651, 1393510, 0.141751, 0.0524536
928, 1292, 183, 1471342, 1394201, 0.141641, 0.052429
929, 1293, 183, 1471922, 1394781, 0.141531, 0.0524083
930, 1294, 183, 1473790, 1396649, 0.141422, 0.0523419
931, 1295, 183, 1476875, 1399734, 0.141313, 0.0522326
932, 1296, 183, 1478514, 1401373, 0.141204, 0.0521747
933, 1297, 183, 1479464, 1402323, 0.141095, 0.0521412
934, 1298, 183, 1480279, 1403138, 0.140986, 0.0521125
935, 1299, 183, 1480771, 1403630, 0.140878, 0.0520952
936, 1300, 183, 1481901, 1404760, 0.140769, 0.0520554
937, 1301, 183, 1483031, 1405890, 0.140661, 0.0520158
938, 1302, 183, 1488680, 1411539, 0.140553, 0.0518184
939, 1303, 183, 1494826, 1417685, 0.140445, 0.0516053
940, 1304, 183, 1500064, 1422923, 0.140337, 0.0514251
941, 1305, 183, 1505302, 1428161, 0.14023, 0.0512462
942, 1306, 183, 1510538, 1433397, 0.140123, 0.0510686
943, 1307, 183, 1510774, 1433633, 0.140015, 0.0510606
944, 1308, 183, 1510806, 1433665, 0.139908, 0.0510595
945, 1309, 183, 1510832, 1433691, 0.139801, 0.0510586
946, 1310, 183, 1511487, 1434346, 0.139695, 0.0510365
947, 1311, 183, 1511525, 1434384, 0.139588, 0.0510352
948, 1312, 183, 1514947, 1437806, 0.139482, 0.0509199
949, 1313, 183, 1517172, 1440031, 0.139375, 0.0508453
950, 1314, 183, 1524458, 1447317, 0.139269, 0.0506022
951, 1315, 183, 1531709, 1454568, 0.139163, 0.0503627
952, 1316, 183, 1536957, 1459816, 0.139058, 0.0501907
953, 1317, 183, 1541995, 1464854, 0.138952, 0.0500268
954, 1318, 183, 1547928, 1470787, 0.138847, 0.049835
955, 1319, 183, 1547960, 1470819, 0.138741, 0.049834
956, 1320, 183, 1554118, 1476977, 0.138636, 0.0496365
957, 1321, 183, 1558545, 1481404, 0.138531, 0.0494955
958, 1322, 183, 1560579, 1483438, 0.138427, 0.049431
959, 1323, 183, 1562218, 1485077, 0.138322, 0.0493792
960, 1324, 183, 1562237, 1485096, 0.138218, 0.0493786
961, 1325, 183, 1562267, 1485126, 0.138113, 0.0493776
962, 1326, 183, 1563480, 1486339, 0.138009, 0.0493393
963, 1327, 183, 1563712, 1486571, 0.137905, 0.049332
964, 1328, 183, 1563738, 1486597, 0.137801, 0.0493312
965, 1329, 183, 1563762, 1486621, 0.137698, 0.0493304
966, 1330, 183, 1568378, 1491237, 0.137594, 0.0491852
967, 1331, 183, 1570498, 1493357, 0.137491, 0.0491188
968, 1332, 183, 1574167, 1497026, 0.137387, 0.0490043
969, 1333, 183, 1578358, 1501217, 0.137284, 0.0488742
970, 1334, 183, 1578382, 1501241, 0.137181, 0.0488735
971, 1335, 183, 1578401, 1501260, 0.137079, 0.0488729
972, 1336, 183, 1578434, 1501293, 0.136976, 0.0488719
973, 1337, 183, 1578455, 1501314, 0.136874, 0.0488712
974, 1338, 183, 1579129, 1501988, 0.136771, 0.0488503
975, 1339, 183, 1579775, 1502634, 0.136669, 0.0488304
976, 1340, 183, 1579797, 1502656, 0.136567, 0.0488297
977, 1341, 183, 1582908, 1505767, 0.136465, 0.0487337
978, 1342, 183, 1584041, 1506900, 0.136364, 0.0486989
979, 1343, 183, 1591068, 1513927, 0.136262, 0.0484838
980, 1344, 183, 1595162, 1518021, 0.136161, 0.0483594
981, 1345, 183, 1599256, 1522115, 0.136059, 0.0482356
982, 1346, 183, 1601323, 1524182, 0.135958, 0.0481733
983, 1347, 183, 1601342, 1524201, 0.135857, 0.0481727
984, 1348, 183, 1601361, 1524220, 0.135757, 0.0481721
985, 1349, 183, 1603380, 1526239, 0.135656, 0.0481115
986, 1350, 183, 1603408, 1526267, 0.135556, 0.0481106
987, 1351, 183, 1603423, 1526282, 0.135455, 0.0481102
988, 1352, 183, 1603438, 1526297, 0.135355, 0.0481097
989, 1353, 183, 1603481, 1526340, 0.135255, 0.0481085
989, 1354, 183, 1610576, 1533435, 0.135155, 0.0478965
990, 1355, 183, 1613830, 1536689, 0.135055, 0.0478
991, 1356, 183, 1615079, 1537938, 0.134956, 0.047763
992, 1357, 183, 1616542, 1539401, 0.134856, 0.0477198
993, 1358, 183, 1617834, 1540693, 0.134757, 0.0476817
994, 1359, 183, 1619350, 1542209, 0.134658, 0.047637
995, 1360, 183, 1620616, 1543475, 0.134559, 0.0475998
996, 1361, 183, 1623486, 1546345, 0.13446, 0.0475157
997, 1362, 183, 1625189, 1548048, 0.134361, 0.0474659
997, 1363, 183, 1626494, 1549353, 0.134263, 0.0474278
998, 1364, 183, 1626543, 1549402, 0.134164, 0.0474264
999, 1365, 183, 1626592, 1549451, 0.134066, 0.0474249
999, 1366, 183, 1626604, 1549463, 0.133968, 0.0474246
1000, 1367, 183, 1630965, 1553824, 0.13387, 0.0472978
1001, 1368, 183, 1632276, 1555135, 0.133772, 0.0472598
1002, 1369, 183, 1632591, 1555450, 0.133674, 0.0472507
1003, 1370, 183, 1639719, 1562578, 0.133577, 0.0470453
1004, 1371, 183, 1646800, 1569659, 0.133479, 0.046843
1005, 1372, 183, 1652421, 1575280, 0.133382, 0.0466836
1006, 1373, 183, 1657492, 1580351, 0.133285, 0.0465408
1007, 1374, 183, 1658410, 1581269, 0.133188, 0.046515
1008, 1375, 183, 1659306, 1582165, 0.133091, 0.0464899
1009, 1376, 183, 1660691, 1583550, 0.132994, 0.0464511
1010, 1377, 183, 1665958, 1588817, 0.132898, 0.0463043
1011, 1378, 183, 1671227, 1594086, 0.132801, 0.0461583
1012, 1379, 183, 1676124, 1598983, 0.132705, 0.0460234
1013, 1380, 183, 1679598, 1602457, 0.132609, 0.0459283
1014, 1381, 183, 1682074, 1604933, 0.132513, 0.0458606
1014, 1382, 183, 1683521, 1606380, 0.132417, 0.0458212
1014, 1383, 184, 1684887, 1606440, 0.133044, 0.0465592
1014, 1384, 185, 1686287, 1606500, 0.133671, 0.0473152
1014, 1385, 186, 1687641, 1606560, 0.134296, 0.048044
1014, 1386, 187, 1688984, 1606620, 0.134921, 0.0487654
1015, 1387, 187, 1690092, 1607728, 0.134823, 0.0487334
1016, 1388, 187, 1690105, 1607741, 0.134726, 0.0487331
1017, 1389, 187, 1694787, 1612423, 0.134629, 0.0485984
1018, 1390, 187, 1696419, 1614055, 0.134532, 0.0485517
1019, 1391, 187, 1696836, 1614472, 0.134436, 0.0485398
1020, 1392, 187, 1699160, 1616796, 0.134339, 0.0484734
1021, 1393, 187, 1699621, 1617257, 0.134243, 0.0484602
1022, 1394, 187, 1701180, 1618816, 0.134146, 0.0484158
1023, 1395, 187, 1701531, 1619167, 0.13405, 0.0484058
1024, 1396, 187, 1702659, 1620295, 0.133954, 0.0483738
1025, 1397, 187, 1704200, 1621836, 0.133858, 0.04833
1026, 1398, 187, 1705495, 1623131, 0.133763, 0.0482933
1027, 1399, 187, 1706488, 1624124, 0.133667, 0.0482652
1028, 1400, 187, 1707669, 1625305, 0.133571, 0.0482318
1029, 1401, 187, 1710755, 1628391, 0.133476, 0.0481448
1030, 1402, 187, 1711337, 1628973, 0.133381, 0.0481285
1031, 1403, 187, 1714909, 1632545, 0.133286, 0.0480282
1032, 1404, 187, 1716783, 1634419, 0.133191, 0.0479758
1033, 1405, 187, 1718104, 1635740, 0.133096, 0.0479389
1034, 1406, 187, 1719977, 1637613, 0.133001, 0.0478867
1035, 1407, 187, 1720599, 1638235, 0.132907, 0.0478694
1036, 1408, 187, 1720975, 1638611, 0.132812, 0.0478589
1037, 1409, 187, 1725217, 1642853, 0.132718, 0.0477412
1038, 1410, 187, 1725249, 1642885, 0.132624, 0.0477404
1039, 1411, 187, 1725272, 1642908, 0.13253, 0.0477397
1039, 1412, 187, 1725295, 1642931, 0.132436, 0.0477391
1040, 1413, 187, 1725315, 1642951, 0.132343, 0.0477385
1040, 1414, 187, 1725335, 1642971, 0.132249, 0.047738
1041, 1415, 187, 1725355, 1642991, 0.132155, 0.0477374
1041, 1416, 187, 1725372, 1643008, 0.132062, 0.047737
1042, 1417, 187, 1725389, 1643025, 0.131969, 0.0477365
1043, 1418, 187, 1725408, 1643044, 0.131876, 0.047736
1043, 1419, 187, 1725428, 1643064, 0.131783, 0.0477354
1043, 1420, 188, 1725446, 1643124, 0.132394, 0.0477106
1043, 1421, 189, 1725464, 1643184, 0.133005, 0.0476857
1043, 1422, 190, 1725483, 1643244, 0.133615, 0.0476614
1043, 1423, 191, 1725500, 1643304, 0.134223, 0.047636
1043, 1424, 192, 1725517, 1643364, 0.134831, 0.0476107
